description,target
request for server configuration upgrade. server: acdcslpplmweb0015. please do the needful.,0
web:group admin - websphere access request,0
unix: server storage allocationvirtualunix2,0
web:it time track request,0
web: 1ð¡ 8 access request,0
ov923 : sw install request cmi-654006,0
web:cummins online login access (cola) request,0
wwid utility request,0
appworx:appworx(prod) request,0
sql: server storage allocationvirtualwindows1,0
web:repeat visits request,0
web : engine performance and test(epat web) request,0
please create ssl certificate for request number : 10526,0
bi -â via workflowâ 2543e232-db1e-47c2-9358-09818bb9d000,0
web : wwkitting request,0
web : cars web application access request,0
driver safety/mis access request,0
km631 : sw install request cmi-662264,0
please add ra204 & ra205 to remedysupportteam <remedysupportteam@cummins.com> dl,0
#NAME?,0
request no: vgpe-b9sqpg,0
sql:microsoft self service bi access request,0
"port opening dcdn-b9ukl4:  approved
see approval database for details.",0
"port opening dcdn-b9ukv8:  approved
see approval database for details.",0
request no: vgpe-b9sqva,0
request no: vgpe-b9sqry,0
windows:request no: cidm-b9rjpe,0
request no: cidm-b9lk8u,0
windows:request no: cidm-b9jma6,0
windows: ip shortage in mycloud for some vlans. please help us getting ips.,0
request for server configuration upgrade. server: acdcslpdb549. please do the needful.,0
unix : support request for a server,0
"please block the below mentioned url in malicious category, 

www.surveygizmo.com/s3/4872844/pdf-off",0
"please block the below mentioned email address on ml. 

sue.henninger@dana.com
js-silveira@oi.com.br",0
notes-cbs & corp applications request,0
appworx: vertex request,0
jndi for stage environment,0
"modification to  dcdn-b9ltfl:  approved   
see approval database for details.",0
"modification to  dcdn-b5cnz2:  approved
see approval database for details.",0
"port opening dcdn-b9usyq:  approved
see approval database for details.",0
unix:product problem solving (pps) request,0
azure webapp creation ticket,0
cd619 : sw install request cmi-670575,0
slm - survey access request,0
qh404 : sw uninstall request cmi-652455,0
unix:request for server configuration upgrade. server: ftdcslpinf0058. please do the needful.,0
box.com government access request,0
hi: middleware brazil prod soa suite 11g request,0
build 81481,0
build 81487,0
hi: middleware soa suite access request,0
"security exception dcdn-b9zp28:  approved
see approval database for details.",0
unix:storage shortage in some clusters. please do the needful.,0
hi:obiee - ascp access request,0
build - 81503,0
mv605 : sw install request cmi-671212,0
"port opening dcdn-b9zsfl:  approved  
see approval database for details.",0
"obiee - cgt obiee (us, es, uk) access request",0
sql:microsoft self service bi request,0
windows: request no: cidm-b36jdf,0
"modification to dcdn-b9ljnb:  approved 
see approval database for details.",0
oa752 : sw install request cmi-595857,0
mb832 : sw install request cmi-591840,0
microsoft self service bi -ebu access request,0
pc109 : sw install request cmi-592696,0
web: ldap access request,0
#decom# unix:support request for a server,0
dbu dms - siebel crm request,0
onepay extras dev default gateway,0
"port opening dcdn-ba6knp:  approved
see approval database for details.",0
appworx:new appworx portal request ticket,0
windows: request no: cidm-b9yhax,0
##build acixzuxprint1001## support request for a server,0
##build acixzuxprint1002## support request for a server,0
ie729 : sw install request cmi-665510,0
#decomm# support request for a server,0
##build silpinfdps6007##support request for a server,0
##build selpinfdps6002##support request for a server,0
unix : server storage allocationunix,0
##build selpinfdps6001##support request for a server,0
completed build 81412,0
##build silpinfdps6008##support request for a server,0
##build sdlpinfdps6001##support request for a server,0
##build scldfinapp5001##support request for a server,0
ibm rational clm access request,0
##build sclpepaapp5001##support request for a server,0
unix:one bms - southern plain request,0
notes-travel approval form request,0
web:testops access request,0
erm web application request,0
ra231 : sw install request cmi-680020,0
"modification to  dcdn-b58r98:  approved
see approval database for details.",0
please reboot  the server acdcslpapp1089.aciz.cummins.com,0
windows:special backup needed,0
appworx: support request for a server,0
windows:request no: cidm-ba6gw9,0
web:global rebates management system request,0
notes-service(sot) & parts(pot) dbu emea data base access request,0
onepay extras stage deployment,0
po457 : sw install request cmi-679263,0
email block,0
box.com commercial access request,0
mq713 : sw install request cmi-517182,0
iq554 : sw uninstall request cmi-680726,0
cso data exchange request,0
ha122 : sw install request cmi-391438,0
go419 : sw install request cmi-679889,0
cs608 : sw install request cmi-604701,0
hi:one bms - southern plain request,0
##dcom##decommission request.,0
ra130 : sw install request cmi-679438,0
notes: remove access from an existing file share,0
dg063 : sw install request cmi-629924,0
web:testops request,0
bi -â via workflowâ e885d8c5-c22c-4394-b1e9-cd8f7305672f,0
request for server configuration upgrade. server: acdcslpracdb0028. please do the needful.,0
co977 : sw install request cmi-675969,0
windows: request no: cidm-b9yh5r,0
windows: request no: cidm-b9yh4a,0
"windows:pinpunctci021,mx511de,70158phh1w8z6",0
borrow 2 microphones and pointer,0
web:wwims next generation access request,0
##build scldfinweb5001##support request for a server,0
\\cttcswputil01\cn.wux.holset\localsharedfolders\manufacturing_processfile,0
unix:request for server configuration upgrade. server: ftdcslsapp0031. please do the needful.,0
unix: grant or modify access to an existing file share,0
ebu non-erp invoicing solution (eni) request,0
##build sclpapsapp5001##support request for a server,0
"modification to port opening dcdn-awcrhd:  approved 
see approval database for details.",0
mm610 : sw install request cmi-673438,0
wwimssupport request for a lotus notes application/database,0
wwims support request for a lotus notes application/database,0
cummins.com - africa access request,0
"renewal of port opening dcdn-awcrhd:  approved 
see approval database for details.",0
mirs,0
unix : vertex request,0
windows: lan-windows ou move request,0
bi -â via workflowâ acb8f2bb-99e4-4dcb-ae5a-7ad34029a935,0
windows: infections detected,0
urgent block request,0
\\cfcsswputil01\cn.sha.cpdc\localsharedfolders\finance,0
hi: middleware soa suite 11g access request,0
add power broker account teardown1 into application servers.,0
fe809 : sw install request cmi-430325,0
block email,0
bu070 : sw install request cmi-451725,0
bu070 : sw install request cmi-451730,0
\\cttcswputil01\cn.wux.holset\localsharedfolders\manufacturing,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\ces_accessory,0
cfse remote locator (web) request,0
decom unix:support request for a server,0
appworx:appworx-prd request,0
block request â domain,0
pc537 : sw uninstall request cmi-621787,0
unix:add power broker account devgiea into application servers.,0
urgent block request-,0
notes-cummins power rent system access request,0
hodgkins: subnet expansion,0
"windows: request for information only (e.g. who has access, owner name)",0
urgent block request.,0
windows: dhcp reservation,0
web:fims access request,0
unix:powerbroker access request,0
hi:obiee - cpg fridley access request,0
engineering wiki [ewiki] access request,0
sql: sql - database access request,0
web:certified engine listing (cel) request,0
network,0
web:cfse remote locator (web) request,0
sql: microsoft self service bi request,0
update,0
notes-cscr mail access request,0
lk705 : sw uninstall request cmi-681504,0
port opening dcdn-ba9n9p: approved,0
ps5 -kv553 : sw install request cmi-357652,0
ra188 : sw install request cmi-680209,0
ha435 : sw install request cmi-418882,0
channel 1 dealer portal-cpg siebel crm access request,0
oracle:appworx access request,0
sender block request,0
middleware soa suite request,0
cbs billing access request,0
windows : request no: cidm-b9anr9,0
ha435 : sw uninstall request cmi-680084,0
web:ssa request,0
mv695 : sw install request cmi-614456,0
edi - electronic data interchange access request,0
cfg - cummins file gateway access request,0
ssl certificate attainment system (scas) access request,0
web:aqs web request,0
unix:add power broker account plmci into application servers.,0
web:tradepaq access request,0
block request - ip,0
appworx:websphere access request,0
notes-cbs elevated access management request,0
add power broker account plmcmi into application servers.,0
windows: nas path access,0
pc595 : sw install request cmi-676480,0
windows:myserver request,0
tradepaq stage jvm restart,0
missing wwid in remedy:,0
is083 : sw uninstall request cmi-681966,0
request for server configuration upgrade. server: ftdcslsplmapp0022. please do the needful.,0
#buildsupport request for a server,0
notes-central measurement services work order database access request,0
"modification to  dcdn-b9uk7j:  approved
see approval database for details.",0
